"Year","Country","Giver","Score"
"2007 SF1","Andorra","Albania",0
"2007 SF1","Hungary","Albania",5
"2007 SF1","Estonia","Albania",0
"2007 SF1","Belgium","Albania",0
"2007 SF1","Slovenia","Albania",0
"2007 SF1","Turkey","Albania",12
"2007 SF1","Austria","Albania",0
"2007 SF1","Latvia","Albania",0
"2006 SF1","Armenia","Albania",3
"2006 SF1","Bulgaria","Albania",8
"2006 SF1","Slovenia","Albania",7
"2006 SF1","Andorra","Albania",0
"2006 SF1","Belarus","Albania",0
"2006 SF1","Belgium","Albania",0
"2006 SF1","Ireland","Albania",1
"2006 SF1","Cyprus","Albania",4
"2006 SF1","Monaco","Albania",0
"2006 SF1","Macedonia","Albania",12
"2006 SF1","Poland","Albania",0
"2006 SF1","Russia","Albania",0
"2006 SF1","Turkey","Albania",6
"2006 SF1","Ukraine","Albania",0
"2006 SF1","Finland","Albania",0
"2006 SF1","Netherlands","Albania",2
"2006 SF1","Lithuania","Albania",0
"2006 SF1","Portugal","Albania",0
"2006 SF1","Sweden","Albania",5
"2006 SF1","Estonia","Albania",0
"2006 SF1","Bosnia-Herzegovina","Albania",10
"2006 SF1","Iceland","Albania",0
"2005 SF1","Austria","Albania",5
"2005 SF1","Lithuania","Albania",0
"2005 SF1","Portugal","Albania",0
"2005 SF1","Moldova","Albania",3
"2005 SF1","Latvia","Albania",0
"2005 SF1","Monaco","Albania",0
"2005 SF1","Israel","Albania",7
"2005 SF1","Belarus","Albania",0
"2005 SF1","Netherlands","Albania",0
"2005 SF1","Iceland","Albania",0
"2005 SF1","Belgium","Albania",1
"2005 SF1","Estonia","Albania",0
"2005 SF1","Norway","Albania",2
"2005 SF1","Romania","Albania",0
"2005 SF1","Hungary","Albania",0
"2005 SF1","Finland","Albania",0
"2005 SF1","Macedonia","Albania",12
"2005 SF1","Andorra","Albania",6
"2005 SF1","Switzerland","Albania",0
"2005 SF1","Croatia","Albania",10
"2005 SF1","Bulgaria","Albania",4
"2005 SF1","Ireland","Albania",0
"2005 SF1","Slovenia","Albania",8
"2005 SF1","Denmark","Albania",0
"2005 SF1","Poland","Albania",0
"2004 SF1","Finland","Albania",7
"2004 SF1","Belarus","Albania",0
"2004 SF1","Switzerland","Albania",0
"2004 SF1","Latvia","Albania",0
"2004 SF1","Israel","Albania",5
"2004 SF1","Andorra","Albania",0
"2004 SF1","Portugal","Albania",0
"2004 SF1","Malta","Albania",6
"2004 SF1","Monaco","Albania",2
"2004 SF1","Greece","Albania",12
"2004 SF1","Ukraine","Albania",3
"2004 SF1","Lithuania","Albania",0
"2004 SF1","Cyprus","Albania",0
"2004 SF1","Macedonia","Albania",8
"2004 SF1","Slovenia","Albania",0
"2004 SF1","Estonia","Albania",1
"2004 SF1","Croatia","Albania",0
"2004 SF1","Denmark","Albania",0
"2004 SF1","Serbia and Montenegro","Albania",4
"2004 SF1","Bosnia-Herzegovina","Albania",10
"2004 SF1","Netherlands","Albania",0
"2009 SF1","Montenegro","Andorra",1
"2009 SF1","Czech Republic","Andorra",0
"2009 SF1","Belgium","Andorra",0
"2009 SF1","Belarus","Andorra",0
"2009 SF1","Sweden","Andorra",7
"2009 SF1","Armenia","Andorra",0
"2009 SF1","Switzerland","Andorra",2
"2009 SF1","Turkey","Andorra",5
"2009 SF1","Israel","Andorra",8
"2009 SF1","Bulgaria","Andorra",0
"2009 SF1","Iceland","Andorra",10
"2009 SF1","Macedonia","Andorra",0
"2009 SF1","Romania","Andorra",4
"2009 SF1","Finland","Andorra",3
"2009 SF1","Portugal","Andorra",12
"2009 SF1","Malta","Andorra",6
"2009 SF1","Bosnia-Herzegovina","Andorra",0
"2008 SF1","Montenegro","Andorra",0
"2008 SF1","Israel","Andorra",7
"2008 SF1","Estonia","Andorra",0
"2008 SF1","Moldova","Andorra",1
"2008 SF1","San Marino","Andorra",2
"2008 SF1","Belgium","Andorra",0
"2008 SF1","Azerbaijan","Andorra",8
"2008 SF1","Slovenia","Andorra",0
"2008 SF1","Norway","Andorra",10
"2008 SF1","Poland","Andorra",0
"2008 SF1","Ireland","Andorra",0
"2008 SF1","Bosnia-Herzegovina","Andorra",0
"2008 SF1","Armenia","Andorra",3
"2008 SF1","Netherlands","Andorra",0
"2008 SF1","Finland","Andorra",12
"2008 SF1","Romania","Andorra",6
"2008 SF1","Russia","Andorra",4
"2008 SF1","Greece","Andorra",5
"2007 SF1","Bulgaria","Andorra",0
"2007 SF1","Israel","Andorra",0
"2007 SF1","Cyprus","Andorra",0
"2007 SF1","Belarus","Andorra",0
"2007 SF1","Iceland","Andorra",0
"2007 SF1","Georgia","Andorra",0
"2007 SF1","Montenegro","Andorra",0
"2007 SF1","Switzerland","Andorra",6
"2007 SF1","Moldova","Andorra",0
"2007 SF1","Netherlands","Andorra",5
"2007 SF1","Albania","Andorra",0
"2007 SF1","Denmark","Andorra",2
"2007 SF1","Croatia","Andorra",0
"2007 SF1","Poland","Andorra",10
"2007 SF1","Serbia","Andorra",0
"2007 SF1","Czech Republic","Andorra",0
"2007 SF1","Portugal","Andorra",12
"2007 SF1","Macedonia","Andorra",0
"2007 SF1","Norway","Andorra",3
"2007 SF1","Malta","Andorra",0
"2007 SF1","Hungary","Andorra",4
"2007 SF1","Estonia","Andorra",0
"2007 SF1","Belgium","Andorra",0
"2007 SF1","Slovenia","Andorra",8
"2007 SF1","Turkey","Andorra",7
"2007 SF1","Austria","Andorra",1
"2007 SF1","Latvia","Andorra",0
"2006 SF1","Armenia","Andorra",0
"2006 SF1","Bulgaria","Andorra",0
"2006 SF1","Slovenia","Andorra",0
"2006 SF1","Belarus","Andorra",0
"2006 SF1","Albania","Andorra",0
"2006 SF1","Belgium","Andorra",7
"2006 SF1","Ireland","Andorra",0
"2006 SF1","Cyprus","Andorra",0
"2006 SF1","Monaco","Andorra",3
"2006 SF1","Macedonia","Andorra",0
"2006 SF1","Poland","Andorra",0
"2006 SF1","Russia","Andorra",4
"2006 SF1","Turkey","Andorra",0
"2006 SF1","Ukraine","Andorra",6
"2006 SF1","Finland","Andorra",10
"2006 SF1","Netherlands","Andorra",2
"2006 SF1","Lithuania","Andorra",5
"2006 SF1","Portugal","Andorra",12
"2006 SF1","Sweden","Andorra",8
"2006 SF1","Estonia","Andorra",0
"2006 SF1","Bosnia-Herzegovina","Andorra",1
"2006 SF1","Iceland","Andorra",0
"2005 SF1","Austria","Andorra",7
"2005 SF1","Lithuania","Andorra",0
"2005 SF1","Portugal","Andorra",0
"2005 SF1","Moldova","Andorra",0
"2005 SF1","Latvia","Andorra",0
"2005 SF1","Monaco","Andorra",10
"2005 SF1","Israel","Andorra",12
"2005 SF1","Belarus","Andorra",0
"2005 SF1","Netherlands","Andorra",5
"2005 SF1","Iceland","Andorra",6
"2005 SF1","Belgium","Andorra",0
"2005 SF1","Estonia","Andorra",0
"2005 SF1","Norway","Andorra",0
"2005 SF1","Romania","Andorra",4
"2005 SF1","Hungary","Andorra",1
"2005 SF1","Finland","Andorra",3
"2005 SF1","Macedonia","Andorra",0
"2005 SF1","Switzerland","Andorra",0
"2005 SF1","Croatia","Andorra",0
"2005 SF1","Bulgaria","Andorra",0
"2005 SF1","Ireland","Andorra",2
"2005 SF1","Slovenia","Andorra",0
"2005 SF1","Denmark","Andorra",8
"2005 SF1","Poland","Andorra",0
"2004 SF1","Finland","Andorra",0
"2004 SF1","Belarus","Andorra",0
"2004 SF1","Switzerland","Andorra",0
"2004 SF1","Latvia","Andorra",0
"2004 SF1","Israel","Andorra",3
"2004 SF1","Portugal","Andorra",12
"2004 SF1","Malta","Andorra",5
"2004 SF1","Monaco","Andorra",4
"2004 SF1","Greece","Andorra",8
"2004 SF1","Ukraine","Andorra",10
"2004 SF1","Lithuania","Andorra",0
"2004 SF1","Albania","Andorra",6
"2004 SF1","Cyprus","Andorra",2
"2004 SF1","Macedonia","Andorra",0
"2004 SF1","Slovenia","Andorra",0
"2004 SF1","Estonia","Andorra",0
"2004 SF1","Croatia","Andorra",0
"2004 SF1","Denmark","Andorra",0
"2004 SF1","Serbia and Montenegro","Andorra",1
"2004 SF1","Bosnia-Herzegovina","Andorra",0
"2004 SF1","Netherlands","Andorra",7
"2009 SF1","Montenegro","Armenia",5
"2009 SF1","Czech Republic","Armenia",0
"2009 SF1","Belgium","Armenia",1
"2009 SF1","Belarus","Armenia",4
"2009 SF1","Sweden","Armenia",8
"2009 SF1","Andorra","Armenia",0
"2009 SF1","Switzerland","Armenia",0
"2009 SF1","Turkey","Armenia",10
"2009 SF1","Israel","Armenia",7
"2009 SF1","Bulgaria","Armenia",0
"2009 SF1","Iceland","Armenia",12
"2009 SF1","Macedonia","Armenia",0
"2009 SF1","Romania","Armenia",2
"2009 SF1","Finland","Armenia",0
"2009 SF1","Portugal","Armenia",0
"2009 SF1","Malta","Armenia",3
"2009 SF1","Bosnia-Herzegovina","Armenia",6
"2008 SF1","Montenegro","Armenia",0
"2008 SF1","Israel","Armenia",7
"2008 SF1","Estonia","Armenia",0
"2008 SF1","Moldova","Armenia",6
"2008 SF1","San Marino","Armenia",0
"2008 SF1","Belgium","Armenia",0
"2008 SF1","Azerbaijan","Armenia",2
"2008 SF1","Slovenia","Armenia",4
"2008 SF1","Norway","Armenia",8
"2008 SF1","Poland","Armenia",1
"2008 SF1","Ireland","Armenia",0
"2008 SF1","Andorra","Armenia",0
"2008 SF1","Bosnia-Herzegovina","Armenia",0
"2008 SF1","Netherlands","Armenia",3
"2008 SF1","Finland","Armenia",0
"2008 SF1","Romania","Armenia",5
"2008 SF1","Russia","Armenia",12
"2008 SF1","Greece","Armenia",10
"2007 SF1","Bulgaria","Armenia",1
"2007 SF1","Israel","Armenia",0
"2007 SF1","Cyprus","Armenia",4
"2007 SF1","Belarus","Armenia",12
"2007 SF1","Iceland","Armenia",0
"2007 SF1","Georgia","Armenia",8
"2007 SF1","Montenegro","Armenia",0
"2007 SF1","Switzerland","Armenia",0
"2007 SF1","Moldova","Armenia",7
"2007 SF1","Netherlands","Armenia",0
"2007 SF1","Albania","Armenia",0
"2007 SF1","Denmark","Armenia",0
"2007 SF1","Croatia","Armenia",0
"2007 SF1","Poland","Armenia",5
"2007 SF1","Serbia","Armenia",10
"2007 SF1","Czech Republic","Armenia",0
"2007 SF1","Portugal","Armenia",6
"2007 SF1","Macedonia","Armenia",0
"2007 SF1","Norway","Armenia",3
"2007 SF1","Malta","Armenia",0
"2007 SF1","Andorra","Armenia",0
"2007 SF1","Hungary","Armenia",0
"2007 SF1","Estonia","Armenia",0
"2007 SF1","Belgium","Armenia",0
"2007 SF1","Slovenia","Armenia",0
"2007 SF1","Turkey","Armenia",2
"2007 SF1","Austria","Armenia",0
"2007 SF1","Latvia","Armenia",0
"2006 SF1","Bulgaria","Armenia",0
"2006 SF1","Slovenia","Armenia",2
"2006 SF1","Andorra","Armenia",0
"2006 SF1","Belarus","Armenia",0
"2006 SF1","Albania","Armenia",1
"2006 SF1","Belgium","Armenia",0
"2006 SF1","Ireland","Armenia",0
"2006 SF1","Cyprus","Armenia",7
"2006 SF1","Monaco","Armenia",0
"2006 SF1","Macedonia","Armenia",8
"2006 SF1","Poland","Armenia",3
"2006 SF1","Russia","Armenia",12
"2006 SF1","Turkey","Armenia",0
"2006 SF1","Ukraine","Armenia",10
"2006 SF1","Finland","Armenia",0
"2006 SF1","Netherlands","Armenia",4
"2006 SF1","Lithuania","Armenia",0
"2006 SF1","Portugal","Armenia",0
"2006 SF1","Sweden","Armenia",6
"2006 SF1","Estonia","Armenia",0
"2006 SF1","Bosnia-Herzegovina","Armenia",5
"2006 SF1","Iceland","Armenia",0
"2007 SF1","Bulgaria","Austria",6
"2007 SF1","Israel","Austria",0
"2007 SF1","Cyprus","Austria",0
"2007 SF1","Belarus","Austria",0
"2007 SF1","Iceland","Austria",0
"2007 SF1","Georgia","Austria",0
"2007 SF1","Montenegro","Austria",0
"2007 SF1","Switzerland","Austria",0
"2007 SF1","Moldova","Austria",0
"2007 SF1","Netherlands","Austria",0
"2007 SF1","Albania","Austria",3
"2007 SF1","Denmark","Austria",0
"2007 SF1","Croatia","Austria",7
"2007 SF1","Poland","Austria",4
"2007 SF1","Serbia","Austria",12
"2007 SF1","Czech Republic","Austria",0
"2007 SF1","Portugal","Austria",0
"2007 SF1","Macedonia","Austria",5
"2007 SF1","Norway","Austria",0
"2007 SF1","Malta","Austria",0
"2007 SF1","Andorra","Austria",0
"2007 SF1","Hungary","Austria",8
"2007 SF1","Estonia","Austria",0
"2007 SF1","Belgium","Austria",0
"2007 SF1","Slovenia","Austria",2
"2007 SF1","Turkey","Austria",10
"2007 SF1","Latvia","Austria",1
"2005 SF1","Lithuania","Austria",0
"2005 SF1","Portugal","Austria",0
"2005 SF1","Moldova","Austria",8
"2005 SF1","Latvia","Austria",0
"2005 SF1","Monaco","Austria",0
"2005 SF1","Israel","Austria",0
"2005 SF1","Belarus","Austria",0
"2005 SF1","Netherlands","Austria",0
"2005 SF1","Iceland","Austria",0
"2005 SF1","Belgium","Austria",0
"2005 SF1","Estonia","Austria",0
"2005 SF1","Norway","Austria",2
"2005 SF1","Romania","Austria",10
"2005 SF1","Hungary","Austria",7
"2005 SF1","Finland","Austria",0
"2005 SF1","Macedonia","Austria",4
"2005 SF1","Andorra","Austria",0
"2005 SF1","Switzerland","Austria",1
"2005 SF1","Croatia","Austria",12
"2005 SF1","Bulgaria","Austria",0
"2005 SF1","Ireland","Austria",0
"2005 SF1","Slovenia","Austria",3
"2005 SF1","Denmark","Austria",6
"2005 SF1","Poland","Austria",5
"2004 SF1","Finland","Austria",0
"2004 SF1","Belarus","Austria",0
"2004 SF1","Switzerland","Austria",0
"2004 SF1","Latvia","Austria",0
"2004 SF1","Israel","Austria",1
"2004 SF1","Andorra","Austria",0
"2004 SF1","Portugal","Austria",0
"2004 SF1","Malta","Austria",0
"2004 SF1","Monaco","Austria",0
"2004 SF1","Greece","Austria",5
"2004 SF1","Ukraine","Austria",4
"2004 SF1","Lithuania","Austria",0
"2004 SF1","Albania","Austria",7
"2004 SF1","Cyprus","Austria",6
"2004 SF1","Macedonia","Austria",2
"2004 SF1","Slovenia","Austria",0
"2004 SF1","Estonia","Austria",0
"2004 SF1","Croatia","Austria",8
"2004 SF1","Denmark","Austria",0
"2004 SF1","Serbia and Montenegro","Austria",12
"2004 SF1","Bosnia-Herzegovina","Austria",10
"2004 SF1","Netherlands","Austria",3
"2009 SF2","Croatia","Azerbaijan",0
"2009 SF2","Ireland","Azerbaijan",0
"2009 SF2","Latvia","Azerbaijan",0
"2009 SF2","Serbia","Azerbaijan",0
"2009 SF2","Poland","Azerbaijan",1
"2009 SF2","Norway","Azerbaijan",12
"2009 SF2","Cyprus","Azerbaijan",0
"2009 SF2","Slovakia","Azerbaijan",0
"2009 SF2","Denmark","Azerbaijan",2
"2009 SF2","Slovenia","Azerbaijan",0
"2009 SF2","Hungary","Azerbaijan",8
"2009 SF2","Greece","Azerbaijan",4
"2009 SF2","Lithuania","Azerbaijan",6
"2009 SF2","Moldova","Azerbaijan",7
"2009 SF2","Albania","Azerbaijan",5
"2009 SF2","Ukraine","Azerbaijan",10
"2009 SF2","Estonia","Azerbaijan",3
"2009 SF2","Netherlands","Azerbaijan",0
"2008 SF1","Montenegro","Azerbaijan",0
"2008 SF1","Israel","Azerbaijan",10
"2008 SF1","Estonia","Azerbaijan",0
"2008 SF1","Moldova","Azerbaijan",5
"2008 SF1","San Marino","Azerbaijan",0
"2008 SF1","Belgium","Azerbaijan",0
"2008 SF1","Slovenia","Azerbaijan",1
"2008 SF1","Norway","Azerbaijan",7
"2008 SF1","Poland","Azerbaijan",3
"2008 SF1","Ireland","Azerbaijan",0
"2008 SF1","Andorra","Azerbaijan",0
"2008 SF1","Bosnia-Herzegovina","Azerbaijan",4
"2008 SF1","Armenia","Azerbaijan",0
"2008 SF1","Netherlands","Azerbaijan",2
"2008 SF1","Finland","Azerbaijan",0
"2008 SF1","Romania","Azerbaijan",6
"2008 SF1","Russia","Azerbaijan",8
"2008 SF1","Greece","Azerbaijan",12
"2009 SF1","Montenegro","Belarus",3
"2009 SF1","Czech Republic","Belarus",0
"2009 SF1","Belgium","Belarus",0
"2009 SF1","Sweden","Belarus",7
"2009 SF1","Armenia","Belarus",10
"2009 SF1","Andorra","Belarus",0
"2009 SF1","Switzerland","Belarus",2
"2009 SF1","Turkey","Belarus",6
"2009 SF1","Israel","Belarus",4
"2009 SF1","Bulgaria","Belarus",0
"2009 SF1","Iceland","Belarus",12
"2009 SF1","Macedonia","Belarus",0
"2009 SF1","Romania","Belarus",1
"2009 SF1","Finland","Belarus",0
"2009 SF1","Portugal","Belarus",0
"2009 SF1","Malta","Belarus",8
"2009 SF1","Bosnia-Herzegovina","Belarus",5
"2008 SF2","Iceland","Belarus",1
"2008 SF2","Sweden","Belarus",0
"2008 SF2","Turkey","Belarus",3
"2008 SF2","Ukraine","Belarus",12
"2008 SF2","Lithuania","Belarus",0
"2008 SF2","Albania","Belarus",5
"2008 SF2","Switzerland","Belarus",0
"2008 SF2","Czech Republic","Belarus",0
"2008 SF2","Latvia","Belarus",6
"2008 SF2","Croatia","Belarus",7
"2008 SF2","Bulgaria","Belarus",2
"2008 SF2","Denmark","Belarus",4
"2008 SF2","Georgia","Belarus",10
"2008 SF2","Hungary","Belarus",0
"2008 SF2","Malta","Belarus",0
"2008 SF2","Cyprus","Belarus",0
"2008 SF2","Macedonia","Belarus",0
"2008 SF2","Portugal","Belarus",8
"2007 SF1","Bulgaria","Belarus",0
"2007 SF1","Israel","Belarus",0
"2007 SF1","Cyprus","Belarus",0
"2007 SF1","Iceland","Belarus",3
"2007 SF1","Georgia","Belarus",8
"2007 SF1","Montenegro","Belarus",0
"2007 SF1","Switzerland","Belarus",0
"2007 SF1","Moldova","Belarus",12
"2007 SF1","Netherlands","Belarus",0
"2007 SF1","Albania","Belarus",0
"2007 SF1","Denmark","Belarus",0
"2007 SF1","Croatia","Belarus",0
"2007 SF1","Poland","Belarus",5
"2007 SF1","Serbia","Belarus",10
"2007 SF1","Czech Republic","Belarus",0
"2007 SF1","Portugal","Belarus",7
"2007 SF1","Macedonia","Belarus",0
"2007 SF1","Norway","Belarus",0
"2007 SF1","Malta","Belarus",0
"2007 SF1","Andorra","Belarus",4
"2007 SF1","Hungary","Belarus",1
"2007 SF1","Estonia","Belarus",0
"2007 SF1","Belgium","Belarus",0
"2007 SF1","Slovenia","Belarus",6
"2007 SF1","Turkey","Belarus",0
"2007 SF1","Austria","Belarus",0
"2007 SF1","Latvia","Belarus",2
"2006 SF1","Armenia","Belarus",7
"2006 SF1","Bulgaria","Belarus",0
"2006 SF1","Slovenia","Belarus",2
"2006 SF1","Andorra","Belarus",0
"2006 SF1","Albania","Belarus",0
"2006 SF1","Belgium","Belarus",0
"2006 SF1","Ireland","Belarus",0
"2006 SF1","Cyprus","Belarus",1
"2006 SF1","Monaco","Belarus",0
"2006 SF1","Macedonia","Belarus",0
"2006 SF1","Poland","Belarus",4
"2006 SF1","Russia","Belarus",12
"2006 SF1","Turkey","Belarus",0
"2006 SF1","Ukraine","Belarus",10
"2006 SF1","Finland","Belarus",8
"2006 SF1","Netherlands","Belarus",0
"2006 SF1","Lithuania","Belarus",6
"2006 SF1","Portugal","Belarus",0
"2006 SF1","Sweden","Belarus",5
"2006 SF1","Estonia","Belarus",0
"2006 SF1","Bosnia-Herzegovina","Belarus",3
"2006 SF1","Iceland","Belarus",0
"2005 SF1","Austria","Belarus",0
"2005 SF1","Lithuania","Belarus",0
"2005 SF1","Portugal","Belarus",0
"2005 SF1","Moldova","Belarus",10
"2005 SF1","Latvia","Belarus",7
"2005 SF1","Monaco","Belarus",0
"2005 SF1","Israel","Belarus",12
"2005 SF1","Netherlands","Belarus",0
"2005 SF1","Iceland","Belarus",0
"2005 SF1","Belgium","Belarus",0
"2005 SF1","Estonia","Belarus",0
"2005 SF1","Norway","Belarus",5
"2005 SF1","Romania","Belarus",3
"2005 SF1","Hungary","Belarus",4
"2005 SF1","Finland","Belarus",0
"2005 SF1","Macedonia","Belarus",0
"2005 SF1","Andorra","Belarus",0
"2005 SF1","Switzerland","Belarus",8
"2005 SF1","Croatia","Belarus",1
"2005 SF1","Bulgaria","Belarus",0
"2005 SF1","Ireland","Belarus",0
"2005 SF1","Slovenia","Belarus",2
"2005 SF1","Denmark","Belarus",0
"2005 SF1","Poland","Belarus",6
"2004 SF1","Finland","Belarus",0
"2004 SF1","Switzerland","Belarus",0
"2004 SF1","Latvia","Belarus",4
"2004 SF1","Israel","Belarus",3
"2004 SF1","Andorra","Belarus",0
"2004 SF1","Portugal","Belarus",0
"2004 SF1","Malta","Belarus",1
"2004 SF1","Monaco","Belarus",0
"2004 SF1","Greece","Belarus",8
"2004 SF1","Ukraine","Belarus",12
"2004 SF1","Lithuania","Belarus",2
"2004 SF1","Albania","Belarus",0
"2004 SF1","Cyprus","Belarus",6
"2004 SF1","Macedonia","Belarus",0
"2004 SF1","Slovenia","Belarus",0
"2004 SF1","Estonia","Belarus",0
"2004 SF1","Croatia","Belarus",7
"2004 SF1","Denmark","Belarus",0
"2004 SF1","Serbia and Montenegro","Belarus",10
"2004 SF1","Bosnia-Herzegovina","Belarus",0
"2004 SF1","Netherlands","Belarus",5
"2009 SF1","Montenegro","Belgium",0
"2009 SF1","Czech Republic","Belgium",0
"2009 SF1","Belarus","Belgium",0
"2009 SF1","Sweden","Belgium",4
"2009 SF1","Armenia","Belgium",10
"2009 SF1","Andorra","Belgium",0
"2009 SF1","Switzerland","Belgium",0
"2009 SF1","Turkey","Belgium",12
"2009 SF1","Israel","Belgium",3
"2009 SF1","Bulgaria","Belgium",0
"2009 SF1","Iceland","Belgium",7
"2009 SF1","Macedonia","Belgium",0
"2009 SF1","Romania","Belgium",2
"2009 SF1","Finland","Belgium",1
"2009 SF1","Portugal","Belgium",6
"2009 SF1","Malta","Belgium",8
"2009 SF1","Bosnia-Herzegovina","Belgium",5
"2008 SF1","Montenegro","Belgium",0
"2008 SF1","Israel","Belgium",7
"2008 SF1","Estonia","Belgium",0
"2008 SF1","Moldova","Belgium",0
"2008 SF1","San Marino","Belgium",0
"2008 SF1","Azerbaijan","Belgium",5
"2008 SF1","Slovenia","Belgium",0
"2008 SF1","Norway","Belgium",1
"2008 SF1","Poland","Belgium",0
"2008 SF1","Ireland","Belgium",4
"2008 SF1","Andorra","Belgium",0
"2008 SF1","Bosnia-Herzegovina","Belgium",0
"2008 SF1","Armenia","Belgium",12
"2008 SF1","Netherlands","Belgium",8
"2008 SF1","Finland","Belgium",2
"2008 SF1","Romania","Belgium",6
"2008 SF1","Russia","Belgium",3
"2008 SF1","Greece","Belgium",10
"2007 SF1","Bulgaria","Belgium",2
"2007 SF1","Israel","Belgium",0
"2007 SF1","Cyprus","Belgium",5
"2007 SF1","Belarus","Belgium",0
"2007 SF1","Iceland","Belgium",0
"2007 SF1","Georgia","Belgium",1
"2007 SF1","Montenegro","Belgium",0
"2007 SF1","Switzerland","Belgium",0
"2007 SF1","Moldova","Belgium",0
"2007 SF1","Netherlands","Belgium",10
"2007 SF1","Albania","Belgium",0
"2007 SF1","Denmark","Belgium",0
"2007 SF1","Croatia","Belgium",0
"2007 SF1","Poland","Belgium",0
"2007 SF1","Serbia","Belgium",4
"2007 SF1","Czech Republic","Belgium",0
"2007 SF1","Portugal","Belgium",3
"2007 SF1","Macedonia","Belgium",0
"2007 SF1","Norway","Belgium",0
"2007 SF1","Malta","Belgium",0
"2007 SF1","Andorra","Belgium",0
"2007 SF1","Hungary","Belgium",7
"2007 SF1","Estonia","Belgium",0
"2007 SF1","Slovenia","Belgium",6
"2007 SF1","Turkey","Belgium",12
"2007 SF1","Austria","Belgium",0
"2007 SF1","Latvia","Belgium",8
"2006 SF1","Armenia","Belgium",12
"2006 SF1","Bulgaria","Belgium",0
"2006 SF1","Slovenia","Belgium",0
"2006 SF1","Andorra","Belgium",0
"2006 SF1","Belarus","Belgium",0
"2006 SF1","Albania","Belgium",0
"2006 SF1","Ireland","Belgium",3
"2006 SF1","Cyprus","Belgium",0
"2006 SF1","Monaco","Belgium",0
"2006 SF1","Macedonia","Belgium",0
"2006 SF1","Poland","Belgium",1
"2006 SF1","Russia","Belgium",2
"2006 SF1","Turkey","Belgium",8
"2006 SF1","Ukraine","Belgium",0
"2006 SF1","Finland","Belgium",10
"2006 SF1","Netherlands","Belgium",4
"2006 SF1","Lithuania","Belgium",7
"2006 SF1","Portugal","Belgium",0
"2006 SF1","Sweden","Belgium",5
"2006 SF1","Estonia","Belgium",0
"2006 SF1","Bosnia-Herzegovina","Belgium",6
"2006 SF1","Iceland","Belgium",0
"2005 SF1","Austria","Belgium",0
"2005 SF1","Lithuania","Belgium",0
"2005 SF1","Portugal","Belgium",10
"2005 SF1","Moldova","Belgium",4
"2005 SF1","Latvia","Belgium",0
"2005 SF1","Monaco","Belgium",0
"2005 SF1","Israel","Belgium",3
"2005 SF1","Belarus","Belgium",0
"2005 SF1","Netherlands","Belgium",12
"2005 SF1","Iceland","Belgium",0
"2005 SF1","Estonia","Belgium",0
"2005 SF1","Norway","Belgium",2
"2005 SF1","Romania","Belgium",8
"2005 SF1","Hungary","Belgium",6
"2005 SF1","Finland","Belgium",0
"2005 SF1","Macedonia","Belgium",0
"2005 SF1","Andorra","Belgium",0
"2005 SF1","Switzerland","Belgium",0
"2005 SF1","Croatia","Belgium",1
"2005 SF1","Bulgaria","Belgium",0
"2005 SF1","Ireland","Belgium",0
"2005 SF1","Slovenia","Belgium",0
"2005 SF1","Denmark","Belgium",7
